,Cw*01,Cw*02,Cw*03,Cw*04,Cw*05,Cw*06,Cw*07,Cw*08,Cw*12,Cw*14,Cw*15,Cw*16,Cw*17
B*38,  -1.325069042483386,-0.22520672344758347, -1.0005553965133089,-0.50402394002280537,-0.31063166608581999,-0.64705004085267837,   3.492780450663159,-0.82617067130962574,  2.0589270096423831, 0.65929435736546815,-0.85000762084467851,-0.32407605535017259,-0.19821066076095292
B*39, -0.9456725505560577,-0.12314895977715423,-0.75135021761648879, 0.47426596410228639,-0.17519729587026758,-0.37427587598495993,  2.4252268700232604,-0.83337283505799897, 0.41777616892385749, 0.24420059756957244,-0.051694567202341127,-0.20295840851500432,-0.10379889003870495
B*40,-0.98158365503318712,-0.86772614969420869,  1.7223634360129902, 0.59829901008133834,-0.73921656669402425, -1.0740683217429152,  0.9161428825921033, 0.83723648732861322,-0.073130182181587886,-0.24682675309965751,  1.9357991384746118,  -1.166557012808132,-0.86073231323595112
B*41,-0.49427048980604682,-0.070138655396790872,-0.42485907298483389,-0.37236110550735263,-0.10729113098737975,-0.39695153096131042,-0.77581765310324102,-0.21976140824315132,-0.42339775844916921, -0.1327916802484829,-0.26169722266517681,-0.086706477695359468,  3.7660441860482963
B*42,-0.10331379028043046,-0.0084794505440060897,-0.014447515087824636,-0.061293046755570499,-0.009571896930110603,-0.41345963125677754,-0.13773366025505471,-0.069033138776450745,-0.05326031357703951,-0.016116794943357805,-0.050301452305885765,0.079828864590071533, 0.85718182612243676
B*44, -1.2880367582431662,-0.40564082436549515, -1.5123440810698079, 0.36757083223002884,  3.6283533336363658, -1.2051274938326419,  1.2253017844179681, -1.2742089801446732, -1.7830703601707192,  2.5471438799844686,-0.43922856652655118,  0.5135740153258308,-0.37428678124161197
B*45,-0.38379910940572054,-0.079793132538874087,-0.53961463570390666,-0.30634061471944568,-0.080771925769715702,  1.7658372066609387,-0.71793631323940832,-0.21029165974835293,-0.36435100713918694,-0.51877935644613338,-0.58684641949995131,  2.1235327557860941,-0.10084578823633797
B*46,  4.4474154123480014,-0.24171049382834003,-0.055246326810998191,-0.20045014983454035,-0.32250816874351501,-0.20443161214495248,   -1.03433783143893,-0.40862960758647293,-0.72178308341272135,-0.18047728777555208,-0.52221705887442904,-0.32961017622774058,-0.22601361566980688
B*47,-0.064866933574204186,-0.0054100263348334336,-0.011238698210416502,-0.034847002991925759,-0.0054435839884932075, 0.33737593765179141,-0.092098938310193307,-0.042630644965257876,-0.028501222734804623,-0.011507392304521535,-0.021523461065379848,-0.0079576959504450446,-0.011350337221316129
B*48, -1.1573612466843572,-0.16536916187607181, 0.25156057129504256, 0.27357805220713743,-0.26448417405343116,-0.51345980565220495, -1.6598232079566475,  3.8066772313174444,-0.60359161663265359,-0.54106629396106154, 0.99176761995738349,-0.26482366166018051,-0.15360430630039923
B*49,  -0.262281561899388,-0.02912503826308048,-0.25914272654733977,-0.23859625939843762, -0.0534779279926548,-0.21532884840098035,  2.0353109097477291,-0.13267341422893325,-0.29672260007420642,-0.08562149458954435,-0.39906395127643357,-0.037171850862766434,-0.026105236213963785
B*50,-0.79197739637215259, 0.78542635946437467,-0.69838618621833048,-0.56490092048032969,-0.13217885380969696,  3.9565518786924847, -1.1435965213412194, -0.5408423965009469, -0.5109164835680895, -0.2214592266870945,0.045448671872425357,-0.11117184221624909,-0.071997082835175322
B*51, -0.4751529870426856,-0.60684223652951375, -1.0456245568297713,-0.86992829244972814, 0.10013464999159853, -1.4032627573127565, -2.0460391284226871, -1.5608605346208451, -0.5735643870824535,  4.0747896712588512,  2.2503694744895437,  2.6383206443392786,-0.48233955978883386
B*52, -1.0506965019603511,-0.14181060084110159,-0.70316155298597127, 0.27011598451851276,-0.21276022891271706,-0.52071204173366925,0.012472231950480252,-0.75261757669451212,  4.1033315143466069, -0.4121386384210825, -0.1592651419979362,-0.30001087524377307,-0.13274657202448986
B*53,-0.34349286950826097,-0.030004579478493474,-0.19006717985868837,  1.6510785974526416,-0.037114581514452072,-0.71815573626883511,-0.46967243910479112,-0.20389498847360371,-0.063551970944337774,-0.063998568596068853,-0.19000965185673244, 0.70539629608219401,-0.046512327930571036
B*54,  3.3388326951161025, -0.1761237675039308,-0.74765313091274255, -1.0639053015190247, -0.2731204044613656,-0.0065550778914915805, 0.35984253025856722, 0.42728103420988978, -1.2328161433755391, 0.61164592205109924,-0.77092720427198236,-0.29465847672795864,-0.17184267497162067
B*55,   2.013412493431904, -0.3030004769596773,  1.2606954063255438,  0.2393142633999516,-0.41747421091031001,-0.92267098081771104, -1.2378595379401263, -1.0163958080156039,  1.5462592358416645,-0.75396676262085416, 0.33586108778481083,-0.46734063702367301,-0.27683407249591802
B*56,  2.8058009173585305,-0.16209070246764559,-0.60361903041219866, 0.95761975204449379,-0.23252919483909443,-0.49188617702980009, 0.19633708741706865,-0.50998244877937315, -0.9847204429063533, -0.4808520368121309,-0.08783087832343496,-0.26341675708034329, -0.1428300881697184
B*57,-0.62988071073218044,-0.09602064687051097,-0.68713039890414784,-0.50033244885413075,-0.12533920384988348,  4.3278241856534612,-0.74314369014760062,-0.45552123304307057, -0.2527576103114168,-0.27428976484947404,-0.33585382882394998,-0.15892114734973012,-0.068633501917365017
B*58,  0.7332334129480883,-0.13061634721547011,  4.6690007462567902,-0.38269139844994249,-0.095786714354196417,-0.18951683530025346, -1.3800163420760261,-0.94275360218561877, -0.7217157164815764,-0.77132609401420438,-0.47053086311079723,-0.18200530138843576,-0.13527494462836279
B*59,  3.3958047830531064,-0.041484605100342548,-0.55487361590436834,-0.39543037700143108,-0.072157868643779308, -0.1535150755374603,-0.85714090093518902,-0.34426772105373038,-0.42742006021042905,-0.17183850116302291,-0.25749011356975543,-0.081800467389249065,-0.038385476544348332
B*67,-0.48661731566757499,-0.050674083077114337,  -0.555214669404269,-0.39006925472479537,-0.07371345641625926,-0.18538784199356273,  2.4000764402570249,-0.33711630294306949, 0.20835039928232951,-0.14462370837387123, -0.2727768003453086,-0.072147263059273756,-0.04008614353425613
B*73,-0.15110170773889187,-0.010116586305026196,-0.15132513481293322,-0.068753390995108313,-0.013599816004667045,-0.03487467379362641,-0.26013825543594477,-0.069561211438672776,-0.045364933256117838,-0.02344686850635749,  0.8490511788938917,-0.012634838047740024,-0.0081337625588055826
B*81,-0.35570566740685522,-0.021605070844783778,-0.36026727558690791,-0.24486718638585556,-0.031461807133539001,-0.12569820649446364,-0.59749426868263611,  1.8811665193913576,-0.22926381738068574,-0.095489318278259308, 0.23478113255269079,-0.032569144960623381,-0.021525888789438268
INTERCEPT, 0.84790967562443786, -1.3596696195636091, 0.60849283824304812, 0.63888770268545114,   -1.19245535964921, 0.44388700488258837,  1.5506418883216015,-0.19517218954448712, 0.76729932295337189,-0.29814367019818527,  0.3375578773294623,-0.80252930272660272, -1.3467061683578201
